customer_id,signup_date,plan,contract_type,mrr,discount_pct,effective_mrr,country,industry,team_size,referral_source,logins_per_week,features_used,support_tickets_last_90d,nps_score,tenure_months,last_activity_date,churned,churn_date
CUST-01340,2023-12-22,Starter,Monthly,29.0,0.0,29.0,UK,Education,3,Organic,5.0,7,1,8,12,2024-12-02,0,
CUST-01341,2022-03-13,Growth,Monthly,79.0,0.0,79.0,Australia,SaaS,3,Referral,11.9,3,3,10,34,2024-12-23,0,
CUST-01342,2022-10-01,Starter,Annual,29.0,0.0,29.0,India,SaaS,5,Email,11.1,4,0,6,27,2024-12-06,0,
CUST-01343,2022-12-04,Pro,Annual,199.0,0.0,199.0,USA,SaaS,1,Paid Search,11.7,6,0,5,13,2023-12-03,1,2023-12-29
CUST-01344,2023-08-30,Starter,Monthly,29.0,0.0,29.0,France,Education,2,Organic,12.5,6,2,5,16,2024-12-11,0,
CUST-01345,2022-06-15,Pro,Monthly,199.0,15.0,169.15,France,SaaS,1,Organic,14.5,5,0,8,10,2023-03-23,1,2023-04-11
CUST-01346,2022-01-11,Starter,Annual,29.0,0.0,29.0,France,E-commerce,10,Paid Search,8.1,2,1,2,36,2024-12-10,0,
CUST-01347,2023-12-30,Enterprise,Annual,599.0,0.0,599.0,USA,SaaS,20,Paid Search,10.5,2,1,10,12,2024-12-06,0,
CUST-01348,2024-03-11,Growth,Monthly,79.0,30.0,55.3,USA,E-commerce,10,Organic,14.8,3,1,6,2,2024-04-10,1,2024-05-10
CUST-01349,2022-04-12,Pro,Monthly,199.0,0.0,199.0,France,Education,100,Paid Search,18.7,7,2,9,33,2024-12-25,0,
CUST-01350,2024-02-18,Starter,Annual,29.0,0.0,29.0,USA,E-commerce,1,Partnership,13.8,6,0,4,10,2024-12-18,0,
CUST-01351,2022-08-02,Enterprise,Monthly,599.0,0.0,599.0,UK,Finance,3,Organic,18.1,2,3,9,29,2024-12-28,0,
CUST-01352,2023-02-05,Starter,Monthly,29.0,0.0,29.0,USA,E-commerce,20,Social,14.8,7,1,10,23,2024-12-14,0,
CUST-01353,2023-08-11,Starter,Annual,29.0,0.0,29.0,Canada,Education,2,Paid Search,10.7,1,0,7,16,2024-12-24,0,
CUST-01354,2024-06-07,Growth,Monthly,79.0,0.0,79.0,Germany,Media,20,Referral,4.9,1,0,8,1,2024-06-16,1,2024-07-07
CUST-01355,2024-12-05,Starter,Monthly,29.0,0.0,29.0,India,E-commerce,5,Partnership,13.9,7,2,5,0,2024-12-27,0,
CUST-01356,2023-08-15,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,100,Paid Search,16.4,5,1,7,16,2024-12-02,0,
CUST-01357,2022-04-02,Enterprise,Annual,599.0,0.0,599.0,Canada,SaaS,2,Organic,3.1,1,1,9,19,2023-10-15,1,2023-10-24
CUST-01358,2023-11-04,Enterprise,Monthly,599.0,10.0,539.1,USA,Healthcare,3,Email,14.9,7,4,6,14,2024-12-05,0,
CUST-01359,2023-12-15,Growth,Annual,79.0,0.0,79.0,USA,E-commerce,1,Organic,9.3,4,0,10,12,2024-12-27,0,
CUST-01360,2024-07-24,Enterprise,Monthly,599.0,0.0,599.0,Germany,E-commerce,1,Email,3.9,4,0,3,1,2024-08-20,1,2024-08-23
CUST-01361,2022-08-30,Growth,Annual,79.0,0.0,79.0,Australia,Finance,20,Organic,11.3,2,2,6,28,2024-12-30,0,
CUST-01362,2022-01-02,Starter,Monthly,29.0,0.0,29.0,UK,SaaS,3,Organic,6.0,7,1,3,36,2024-12-26,0,
CUST-01363,2022-08-13,Pro,Annual,199.0,0.0,199.0,UK,Healthcare,5,Partnership,17.0,8,2,8,29,2024-12-06,0,
CUST-01364,2024-03-11,Pro,Monthly,199.0,0.0,199.0,Other,SaaS,10,Email,15.3,5,1,7,9,2024-12-22,0,
CUST-01365,2023-08-12,Enterprise,Monthly,599.0,0.0,599.0,USA,Other,3,Organic,10.2,3,3,7,16,2024-12-12,0,
CUST-01366,2022-04-26,Starter,Annual,29.0,30.0,20.3,USA,SaaS,50,Social,12.6,4,3,8,32,2024-12-08,0,
CUST-01367,2024-07-06,Pro,Annual,199.0,0.0,199.0,Canada,SaaS,50,Organic,18.2,4,0,6,5,2024-12-05,0,
CUST-01368,2022-07-13,Starter,Monthly,29.0,25.0,21.75,USA,Finance,10,Organic,12.4,5,0,10,30,2024-12-13,0,
CUST-01369,2024-05-20,Starter,Annual,29.0,0.0,29.0,USA,SaaS,100,Organic,10.5,7,1,9,7,2024-12-02,0,
CUST-01370,2022-03-31,Starter,Annual,29.0,15.0,24.65,India,Media,1,Organic,9.9,8,0,7,33,2024-12-22,0,
CUST-01371,2022-05-02,Enterprise,Monthly,599.0,0.0,599.0,Canada,Media,1,Paid Search,14.8,3,1,6,32,2024-12-17,0,
CUST-01372,2022-05-23,Pro,Annual,199.0,0.0,199.0,USA,Healthcare,1,Paid Search,11.1,4,1,5,9,2023-02-13,1,2023-02-17
CUST-01373,2024-09-20,Pro,Monthly,199.0,0.0,199.0,India,Retail,50,Referral,17.4,2,2,8,3,2024-12-17,0,
CUST-01374,2022-04-16,Growth,Monthly,79.0,0.0,79.0,India,Media,5,Referral,15.0,3,1,6,33,2024-12-09,0,
CUST-01375,2024-06-05,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,50,Referral,6.7,3,2,9,6,2024-12-22,0,
CUST-01376,2023-03-04,Starter,Annual,29.0,0.0,29.0,India,Retail,1,Organic,11.3,1,2,7,22,2024-12-09,0,
CUST-01377,2022-11-13,Starter,Monthly,29.0,20.0,23.2,Germany,Retail,1,Organic,9.0,3,0,7,25,2024-12-19,0,
CUST-01378,2023-09-27,Growth,Annual,79.0,0.0,79.0,Canada,E-commerce,5,Social,9.0,5,1,7,8,2024-05-15,1,2024-05-24
CUST-01379,2022-01-09,Pro,Annual,199.0,15.0,169.15,India,Media,1,Paid Search,17.1,4,0,7,36,2024-12-15,0,
CUST-01380,2024-02-13,Growth,Monthly,79.0,0.0,79.0,USA,Retail,20,Organic,8.4,8,0,8,10,2024-12-14,0,
CUST-01381,2022-08-11,Starter,Monthly,29.0,0.0,29.0,USA,Media,3,Referral,3.2,6,2,10,16,2023-11-18,1,2023-12-04
CUST-01382,2023-07-07,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,10,Paid Search,7.1,7,2,8,18,2024-12-17,0,
CUST-01383,2023-12-17,Starter,Monthly,29.0,0.0,29.0,Canada,SaaS,3,Organic,12.3,4,3,8,12,2024-12-29,0,
CUST-01384,2022-04-21,Growth,Annual,79.0,0.0,79.0,Canada,Other,3,Social,4.7,5,0,9,32,2024-12-12,0,
CUST-01385,2022-09-08,Enterprise,Annual,599.0,0.0,599.0,Canada,Finance,10,Social,5.3,8,0,7,28,2024-12-30,0,
CUST-01386,2023-01-18,Growth,Annual,79.0,0.0,79.0,USA,Education,2,Partnership,13.5,8,0,5,10,2023-10-16,1,2023-11-14
CUST-01387,2022-01-07,Pro,Monthly,199.0,25.0,149.25,USA,Retail,50,Paid Search,11.6,1,1,1,36,2024-12-18,0,
CUST-01388,2023-04-04,Growth,Annual,79.0,15.0,67.15,Canada,SaaS,3,Organic,11.9,8,0,3,21,2024-12-08,0,
CUST-01389,2022-07-27,Growth,Annual,79.0,0.0,79.0,France,Healthcare,3,Paid Search,3.6,6,2,8,29,2024-12-21,0,
CUST-01390,2024-06-18,Starter,Annual,29.0,0.0,29.0,India,Finance,10,Organic,6.7,7,2,8,6,2024-12-12,0,
CUST-01391,2022-01-22,Enterprise,Monthly,599.0,0.0,599.0,Australia,SaaS,5,Partnership,9.5,2,2,7,35,2024-12-23,0,
CUST-01392,2023-02-14,Pro,Monthly,199.0,0.0,199.0,Canada,Finance,100,Organic,14.7,6,0,10,22,2024-12-31,0,
CUST-01393,2024-06-13,Starter,Annual,29.0,0.0,29.0,Germany,Retail,20,Partnership,10.1,5,0,7,6,2024-12-29,0,
CUST-01394,2023-05-30,Growth,Annual,79.0,0.0,79.0,USA,SaaS,2,Partnership,3.3,4,0,2,19,2024-12-24,0,
CUST-01395,2024-03-19,Growth,Annual,79.0,0.0,79.0,Other,Media,1,Social,18.3,6,2,9,9,2024-12-01,0,
CUST-01396,2024-05-23,Growth,Monthly,79.0,30.0,55.3,Germany,Other,1,Organic,14.2,1,1,9,7,2024-12-10,0,
CUST-01397,2022-01-14,Enterprise,Monthly,599.0,0.0,599.0,Germany,Other,2,Referral,11.2,6,1,8,36,2024-12-05,0,
CUST-01398,2024-08-28,Growth,Annual,79.0,15.0,67.15,Other,Finance,3,Paid Search,5.4,4,0,9,4,2024-12-04,0,
CUST-01399,2024-09-04,Growth,Monthly,79.0,0.0,79.0,UK,Retail,5,Email,11.5,5,1,3,1,2024-09-15,1,2024-10-04
CUST-01400,2024-10-10,Starter,Monthly,29.0,0.0,29.0,USA,Media,20,Paid Search,12.6,7,0,7,2,2024-12-13,0,
CUST-01401,2024-11-01,Starter,Monthly,29.0,0.0,29.0,Germany,Media,100,Paid Search,10.4,1,1,5,2,2024-12-01,0,
CUST-01402,2022-03-28,Starter,Monthly,29.0,0.0,29.0,USA,E-commerce,3,Referral,11.2,2,2,8,4,2022-07-25,1,2022-07-26
CUST-01403,2024-06-27,Starter,Monthly,29.0,0.0,29.0,Canada,Healthcare,5,Organic,2.2,6,2,10,6,2024-12-07,0,
CUST-01404,2022-05-02,Pro,Monthly,199.0,0.0,199.0,India,E-commerce,5,Referral,9.3,3,0,6,32,2024-12-10,0,
CUST-01405,2024-01-20,Pro,Annual,199.0,0.0,199.0,USA,SaaS,5,Paid Search,2.4,8,1,8,11,2024-12-05,0,
CUST-01406,2023-11-16,Starter,Monthly,29.0,10.0,26.1,India,Finance,1,Referral,14.7,5,1,5,4,2024-03-06,1,2024-03-15
CUST-01407,2022-11-05,Pro,Annual,199.0,0.0,199.0,Australia,E-commerce,1,Organic,18.1,7,2,7,26,2024-12-13,0,
CUST-01408,2023-11-26,Starter,Annual,29.0,0.0,29.0,USA,Healthcare,20,Paid Search,14.1,4,1,6,13,2024-12-30,0,
CUST-01409,2022-10-15,Starter,Monthly,29.0,0.0,29.0,USA,Other,5,Referral,8.9,4,1,10,26,2024-12-07,0,
CUST-01410,2022-11-03,Starter,Monthly,29.0,0.0,29.0,India,SaaS,5,Referral,3.1,8,1,5,26,2024-12-07,0,
CUST-01411,2024-07-02,Growth,Annual,79.0,0.0,79.0,USA,Retail,20,Organic,18.7,7,1,7,6,2024-12-26,0,
CUST-01412,2023-10-24,Starter,Monthly,29.0,30.0,20.3,Other,SaaS,1,Paid Search,11.9,3,2,10,6,2024-04-05,1,2024-04-21
CUST-01413,2023-07-03,Growth,Monthly,79.0,0.0,79.0,Germany,Education,3,Paid Search,10.7,8,7,3,18,2024-12-15,0,
CUST-01414,2022-11-08,Growth,Annual,79.0,0.0,79.0,UK,E-commerce,2,Organic,9.6,6,1,8,26,2024-12-11,0,
CUST-01415,2024-05-22,Enterprise,Monthly,599.0,15.0,509.15,USA,SaaS,5,Referral,14.6,4,0,7,7,2024-12-17,0,
CUST-01416,2024-12-18,Starter,Annual,29.0,25.0,21.75,India,Media,2,Organic,16.7,2,0,6,0,2024-12-02,0,
CUST-01417,2024-07-12,Starter,Monthly,29.0,25.0,21.75,UK,Education,10,Partnership,11.9,5,3,9,1,2024-08-02,1,2024-08-11
CUST-01418,2024-01-25,Starter,Monthly,29.0,0.0,29.0,UK,Education,3,Organic,12.9,2,1,10,11,2024-12-26,0,
CUST-01419,2022-02-04,Growth,Monthly,79.0,15.0,67.15,Other,Other,3,Social,17.9,4,1,8,35,2024-12-13,0,
CUST-01420,2023-03-21,Starter,Annual,29.0,0.0,29.0,Germany,SaaS,20,Referral,6.3,5,2,6,21,2024-12-18,0,
CUST-01421,2022-04-03,Pro,Monthly,199.0,10.0,179.1,USA,Healthcare,2,Referral,2.4,6,1,4,33,2024-12-11,0,
CUST-01422,2022-12-19,Growth,Annual,79.0,0.0,79.0,Canada,Finance,2,Email,11.8,7,0,7,24,2024-12-05,0,
CUST-01423,2024-06-21,Growth,Annual,79.0,10.0,71.1,India,E-commerce,20,Email,11.5,5,2,7,6,2024-12-16,0,
CUST-01424,2024-05-11,Growth,Monthly,79.0,0.0,79.0,France,Education,10,Organic,12.6,3,1,7,7,2024-12-29,0,
CUST-01425,2022-06-08,Starter,Annual,29.0,0.0,29.0,UK,Retail,3,Partnership,8.2,8,2,6,31,2024-12-16,0,
CUST-01426,2024-08-14,Starter,Annual,29.0,0.0,29.0,UK,Education,3,Organic,15.3,7,0,6,4,2024-12-20,0,
CUST-01427,2022-01-24,Starter,Monthly,29.0,30.0,20.3,India,Finance,2,Paid Search,5.7,5,2,7,35,2024-12-18,0,
CUST-01428,2023-02-08,Growth,Annual,79.0,0.0,79.0,USA,Education,5,Referral,8.9,5,0,5,23,2024-12-21,0,
CUST-01429,2024-03-15,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,1,Partnership,14.2,5,1,9,9,2024-12-21,0,
CUST-01430,2023-05-31,Starter,Monthly,29.0,0.0,29.0,USA,Finance,20,Referral,14.0,4,1,5,2,2023-07-08,1,2023-07-30
CUST-01431,2024-01-02,Enterprise,Annual,599.0,0.0,599.0,USA,Healthcare,5,Email,15.8,4,0,7,12,2024-12-28,0,
CUST-01432,2023-06-16,Starter,Annual,29.0,0.0,29.0,USA,E-commerce,3,Partnership,16.5,4,2,6,18,2024-12-04,0,
CUST-01433,2024-08-13,Pro,Monthly,199.0,15.0,169.15,Australia,Healthcare,5,Social,7.7,6,0,8,4,2024-12-26,0,
CUST-01434,2022-06-01,Pro,Annual,199.0,10.0,179.1,USA,Media,1,Paid Search,12.3,5,2,8,31,2024-12-21,0,
CUST-01435,2024-08-04,Starter,Annual,29.0,0.0,29.0,France,Healthcare,1,Paid Search,14.8,4,2,8,2,2024-09-19,1,2024-10-03
CUST-01436,2023-08-31,Starter,Monthly,29.0,0.0,29.0,USA,Education,5,Organic,6.5,2,4,5,3,2023-11-06,1,2023-11-29
CUST-01437,2023-02-24,Starter,Annual,29.0,15.0,24.65,USA,Finance,1,Paid Search,7.8,7,2,7,22,2024-12-16,0,
CUST-01438,2024-05-15,Pro,Monthly,199.0,0.0,199.0,Other,Retail,5,Organic,6.9,4,2,10,1,2024-06-04,1,2024-06-14
CUST-01439,2023-08-01,Growth,Annual,79.0,20.0,63.2,Other,Healthcare,20,Organic,9.3,4,2,6,17,2024-12-10,0,
CUST-01440,2022-12-01,Pro,Annual,199.0,0.0,199.0,USA,Media,100,Paid Search,18.1,2,0,9,25,2024-12-01,0,
CUST-01441,2024-07-20,Enterprise,Monthly,599.0,0.0,599.0,USA,Retail,10,Email,1.9,2,1,7,1,2024-08-06,1,2024-08-19
CUST-01442,2022-10-22,Pro,Annual,199.0,0.0,199.0,USA,Healthcare,100,Paid Search,11.3,4,1,6,9,2023-06-22,1,2023-07-19
CUST-01443,2024-01-25,Starter,Monthly,29.0,25.0,21.75,India,Healthcare,1,Organic,3.1,4,0,7,11,2024-12-07,0,
CUST-01444,2022-07-05,Starter,Annual,29.0,20.0,23.2,USA,E-commerce,5,Social,3.2,4,2,5,30,2024-12-14,0,
CUST-01445,2023-09-29,Pro,Monthly,199.0,0.0,199.0,USA,Healthcare,1,Partnership,10.2,2,1,9,2,2023-11-26,1,2023-11-28
CUST-01446,2023-06-14,Starter,Annual,29.0,0.0,29.0,Australia,E-commerce,2,Social,16.1,5,3,5,18,2024-12-17,0,
CUST-01447,2022-01-21,Starter,Annual,29.0,0.0,29.0,France,Retail,10,Organic,12.1,3,2,8,17,2023-06-12,1,2023-06-15
CUST-01448,2024-06-29,Pro,Annual,199.0,0.0,199.0,Other,E-commerce,2,Paid Search,8.6,7,2,9,6,2024-12-21,0,
CUST-01449,2024-05-16,Growth,Monthly,79.0,0.0,79.0,India,E-commerce,1,Referral,18.2,6,1,8,7,2024-12-23,0,
CUST-01450,2024-03-04,Enterprise,Monthly,599.0,0.0,599.0,USA,Retail,2,Organic,10.8,6,2,6,10,2024-12-21,0,
CUST-01451,2022-04-10,Pro,Monthly,199.0,0.0,199.0,India,Finance,1,Referral,8.4,5,1,7,33,2024-12-28,0,
CUST-01452,2024-01-22,Starter,Monthly,29.0,0.0,29.0,Germany,SaaS,1,Organic,12.7,4,2,6,11,2024-12-07,0,
CUST-01453,2023-04-23,Enterprise,Annual,599.0,0.0,599.0,USA,E-commerce,1,Referral,8.6,4,2,7,20,2024-12-19,0,
CUST-01454,2024-07-28,Starter,Monthly,29.0,30.0,20.3,France,Education,2,Social,15.7,6,0,6,5,2024-12-04,0,
CUST-01455,2023-06-10,Starter,Monthly,29.0,10.0,26.1,USA,Healthcare,20,Social,6.0,3,1,5,19,2024-12-15,0,
CUST-01456,2022-11-30,Growth,Annual,79.0,30.0,55.3,USA,Healthcare,2,Social,13.2,4,2,8,25,2024-12-05,0,
CUST-01457,2022-01-02,Starter,Annual,29.0,0.0,29.0,USA,Healthcare,2,Social,17.7,3,2,9,36,2024-12-31,0,
CUST-01458,2023-01-10,Growth,Annual,79.0,0.0,79.0,France,E-commerce,1,Organic,11.2,7,0,9,24,2024-12-10,0,
CUST-01459,2022-10-20,Starter,Annual,29.0,0.0,29.0,USA,Healthcare,1,Partnership,10.3,3,2,7,26,2024-12-04,0,
CUST-01460,2024-04-16,Growth,Annual,79.0,25.0,59.25,USA,SaaS,1,Social,19.3,3,1,10,8,2024-12-14,0,
CUST-01461,2024-10-01,Growth,Monthly,79.0,30.0,55.3,Canada,E-commerce,10,Organic,12.0,6,0,6,3,2024-12-17,0,
CUST-01462,2023-07-07,Pro,Monthly,199.0,0.0,199.0,Other,Finance,50,Referral,10.6,5,1,10,8,2024-02-18,1,2024-03-03
CUST-01463,2022-11-14,Pro,Annual,199.0,0.0,199.0,USA,Education,10,Paid Search,12.1,4,4,9,13,2023-12-07,1,2023-12-09
CUST-01464,2023-01-16,Starter,Monthly,29.0,0.0,29.0,India,Finance,20,Paid Search,15.6,1,1,7,23,2024-12-25,0,
CUST-01465,2022-01-14,Growth,Annual,79.0,0.0,79.0,France,Finance,10,Referral,18.2,7,1,7,36,2024-12-15,0,
CUST-01466,2023-05-19,Growth,Monthly,79.0,0.0,79.0,France,Finance,2,Organic,10.6,5,1,9,19,2024-12-20,0,
CUST-01467,2022-08-19,Starter,Monthly,29.0,25.0,21.75,Other,Healthcare,10,Partnership,9.1,2,1,8,28,2024-12-12,0,
CUST-01468,2022-05-10,Pro,Annual,199.0,0.0,199.0,France,Finance,10,Referral,6.5,3,2,8,9,2023-01-10,1,2023-02-04
CUST-01469,2024-04-17,Pro,Monthly,199.0,0.0,199.0,USA,E-commerce,2,Referral,13.6,5,1,6,3,2024-06-30,1,2024-07-16
CUST-01470,2024-06-09,Starter,Annual,29.0,0.0,29.0,USA,Retail,50,Paid Search,10.2,5,3,5,6,2024-12-11,0,
CUST-01471,2022-01-28,Growth,Monthly,79.0,0.0,79.0,France,Finance,100,Referral,3.5,7,0,7,19,2023-08-06,1,2023-08-21
CUST-01472,2022-03-07,Starter,Monthly,29.0,0.0,29.0,Canada,Other,5,Referral,17.0,7,0,5,5,2022-07-10,1,2022-08-04
CUST-01473,2022-09-18,Growth,Monthly,79.0,30.0,55.3,USA,Healthcare,2,Paid Search,12.3,8,1,8,27,2024-12-30,0,
CUST-01474,2023-04-05,Starter,Monthly,29.0,20.0,23.2,Canada,E-commerce,2,Paid Search,10.7,6,1,3,5,2023-08-26,1,2023-09-02
CUST-01475,2022-10-28,Enterprise,Monthly,599.0,0.0,599.0,USA,Other,5,Organic,15.4,5,1,8,26,2024-12-23,0,
CUST-01476,2024-07-07,Pro,Monthly,199.0,0.0,199.0,UK,Education,1,Social,14.0,5,3,6,5,2024-12-14,0,
CUST-01477,2022-10-14,Growth,Monthly,79.0,0.0,79.0,USA,Healthcare,2,Social,15.0,3,4,6,5,2023-03-08,1,2023-03-13
CUST-01478,2024-10-30,Growth,Monthly,79.0,0.0,79.0,India,Education,1,Social,3.1,4,3,6,2,2024-12-02,0,
CUST-01479,2023-09-22,Enterprise,Annual,599.0,0.0,599.0,France,E-commerce,5,Social,9.2,6,1,1,15,2024-12-22,0,
CUST-01480,2022-09-27,Growth,Annual,79.0,0.0,79.0,Australia,Media,5,Organic,3.8,4,1,6,12,2023-09-07,1,2023-09-22
CUST-01481,2023-08-15,Starter,Annual,29.0,0.0,29.0,UK,SaaS,5,Organic,5.7,6,1,5,5,2023-12-14,1,2024-01-12
CUST-01482,2024-04-23,Growth,Annual,79.0,0.0,79.0,USA,Other,1,Paid Search,12.6,3,3,5,8,2024-12-09,0,
CUST-01483,2024-05-11,Pro,Monthly,199.0,15.0,169.15,USA,Healthcare,50,Organic,12.7,5,0,10,7,2024-12-16,0,
CUST-01484,2022-05-13,Growth,Annual,79.0,0.0,79.0,Canada,SaaS,5,Referral,9.8,8,4,4,32,2024-12-28,0,
CUST-01485,2024-08-29,Pro,Monthly,199.0,25.0,149.25,India,Retail,5,Email,5.9,8,0,8,4,2024-12-31,0,
CUST-01486,2023-05-28,Pro,Monthly,199.0,0.0,199.0,USA,Retail,5,Social,10.7,2,1,5,19,2024-12-11,0,
CUST-01487,2022-11-09,Enterprise,Monthly,599.0,0.0,599.0,Other,Education,3,Organic,14.1,4,2,5,26,2024-12-12,0,
CUST-01488,2023-07-30,Enterprise,Annual,599.0,0.0,599.0,India,Finance,50,Paid Search,12.8,4,0,4,17,2024-12-06,0,
CUST-01489,2024-06-04,Starter,Annual,29.0,0.0,29.0,India,Other,5,Organic,14.1,3,2,9,7,2024-12-24,0,
CUST-01490,2023-11-18,Growth,Monthly,79.0,0.0,79.0,USA,Finance,3,Organic,11.2,5,2,9,13,2024-12-09,0,
CUST-01491,2022-06-14,Pro,Monthly,199.0,30.0,139.3,Germany,Media,10,Paid Search,14.3,4,1,6,11,2023-05-04,1,2023-05-10
CUST-01492,2022-11-01,Pro,Monthly,199.0,0.0,199.0,France,Healthcare,2,Social,14.6,1,0,9,26,2024-12-22,0,
CUST-01493,2022-06-05,Growth,Annual,79.0,0.0,79.0,Canada,Education,1,Email,16.7,1,1,5,31,2024-12-14,0,
CUST-01494,2023-09-12,Starter,Monthly,29.0,10.0,26.1,USA,Other,3,Paid Search,8.2,1,2,6,2,2023-11-10,1,2023-11-11
CUST-01495,2024-08-14,Pro,Monthly,199.0,0.0,199.0,USA,E-commerce,1,Organic,14.6,2,1,8,4,2024-12-14,0,
CUST-01496,2022-11-30,Pro,Monthly,199.0,20.0,159.2,India,Education,2,Organic,16.2,8,0,5,25,2024-12-18,0,
CUST-01497,2024-08-26,Starter,Monthly,29.0,0.0,29.0,USA,SaaS,3,Paid Search,9.5,2,2,6,4,2024-12-29,0,
CUST-01498,2023-05-26,Growth,Monthly,79.0,0.0,79.0,USA,Finance,5,Referral,18.2,5,1,7,19,2024-12-24,0,
CUST-01499,2024-11-09,Starter,Monthly,29.0,0.0,29.0,USA,E-commerce,5,Referral,15.0,5,1,7,1,2024-12-05,0,
CUST-01500,2022-10-09,Starter,Monthly,29.0,0.0,29.0,USA,Retail,2,Email,4.4,2,1,5,12,2023-09-04,1,2023-10-04
CUST-01501,2024-03-07,Starter,Monthly,29.0,0.0,29.0,Other,E-commerce,2,Organic,15.9,3,0,10,2,2024-05-02,1,2024-05-06
CUST-01502,2024-10-21,Growth,Monthly,79.0,0.0,79.0,Canada,Healthcare,1,Partnership,14.4,6,1,5,2,2024-12-17,0,
CUST-01503,2022-04-29,Growth,Monthly,79.0,0.0,79.0,USA,Other,20,Partnership,12.9,6,2,9,18,2023-10-17,1,2023-10-21
CUST-01504,2024-11-24,Growth,Annual,79.0,0.0,79.0,UK,SaaS,2,Organic,11.3,4,0,8,1,2024-12-11,0,
CUST-01505,2022-07-17,Pro,Monthly,199.0,0.0,199.0,USA,Finance,2,Organic,5.8,4,1,5,29,2024-12-05,0,
CUST-01506,2023-04-30,Pro,Annual,199.0,0.0,199.0,Other,Retail,1,Referral,4.1,4,2,8,20,2024-12-27,0,
CUST-01507,2024-12-18,Starter,Annual,29.0,0.0,29.0,India,E-commerce,50,Social,15.1,2,2,5,0,2024-12-16,0,
CUST-01508,2024-04-16,Starter,Annual,29.0,0.0,29.0,India,SaaS,3,Paid Search,11.2,2,1,7,8,2024-12-02,0,
CUST-01509,2024-10-05,Pro,Monthly,199.0,0.0,199.0,USA,Retail,1,Organic,3.2,6,1,9,2,2024-12-09,0,
CUST-01510,2023-11-22,Starter,Monthly,29.0,0.0,29.0,India,Finance,2,Referral,13.0,4,0,6,13,2024-12-22,0,
CUST-01511,2024-11-01,Enterprise,Annual,599.0,0.0,599.0,India,E-commerce,20,Referral,14.3,4,1,8,1,2024-11-14,1,2024-12-01
CUST-01512,2023-05-05,Pro,Annual,199.0,20.0,159.2,UK,E-commerce,2,Organic,10.5,2,1,6,3,2023-07-11,1,2023-08-03
CUST-01513,2022-10-03,Growth,Monthly,79.0,0.0,79.0,USA,Media,10,Social,8.9,3,2,7,7,2023-04-22,1,2023-05-01
CUST-01514,2023-11-24,Enterprise,Annual,599.0,0.0,599.0,USA,Education,5,Social,10.3,3,0,7,13,2024-12-18,0,
CUST-01515,2022-08-30,Starter,Monthly,29.0,0.0,29.0,USA,Education,3,Organic,10.3,6,1,6,28,2024-12-05,0,
CUST-01516,2022-05-06,Starter,Annual,29.0,25.0,21.75,USA,Finance,20,Paid Search,13.2,3,1,3,32,2024-12-16,0,
CUST-01517,2022-08-05,Growth,Monthly,79.0,0.0,79.0,USA,Media,1,Paid Search,14.1,6,1,9,29,2024-12-16,0,
CUST-01518,2024-11-28,Growth,Monthly,79.0,0.0,79.0,USA,Retail,50,Paid Search,11.3,7,1,10,1,2024-12-24,0,
CUST-01519,2023-05-10,Enterprise,Monthly,599.0,25.0,449.25,Australia,E-commerce,10,Paid Search,8.5,2,0,7,20,2024-12-17,0,
CUST-01520,2023-03-03,Starter,Monthly,29.0,0.0,29.0,Canada,Retail,20,Referral,18.3,8,0,6,22,2024-12-14,0,
CUST-01521,2024-07-07,Growth,Monthly,79.0,0.0,79.0,France,Healthcare,1,Organic,7.9,2,2,7,1,2024-08-01,1,2024-08-06
CUST-01522,2022-05-31,Growth,Annual,79.0,0.0,79.0,USA,SaaS,1,Paid Search,12.1,4,1,9,31,2024-12-19,0,
CUST-01523,2023-01-19,Pro,Monthly,199.0,0.0,199.0,France,SaaS,2,Organic,9.1,7,1,10,23,2024-12-25,0,
CUST-01524,2022-11-04,Starter,Monthly,29.0,15.0,24.65,Germany,Education,5,Organic,4.5,1,1,9,26,2024-12-02,0,
CUST-01525,2024-01-16,Growth,Monthly,79.0,0.0,79.0,India,E-commerce,1,Organic,11.9,2,2,8,11,2024-12-12,0,
CUST-01526,2024-06-10,Pro,Annual,199.0,15.0,169.15,UK,E-commerce,50,Organic,11.4,6,2,8,6,2024-12-15,0,
CUST-01527,2023-01-10,Starter,Monthly,29.0,0.0,29.0,UK,Finance,10,Organic,7.0,3,0,7,24,2024-12-08,0,
CUST-01528,2024-10-28,Pro,Annual,199.0,0.0,199.0,USA,Media,20,Organic,10.7,7,0,5,2,2024-12-03,0,
CUST-01529,2022-05-09,Growth,Monthly,79.0,0.0,79.0,USA,SaaS,5,Social,14.5,6,0,6,6,2022-10-31,1,2022-11-05
CUST-01530,2024-10-11,Pro,Monthly,199.0,0.0,199.0,USA,Healthcare,5,Organic,9.4,4,3,6,2,2024-12-04,0,
CUST-01531,2023-10-31,Pro,Annual,199.0,25.0,149.25,Germany,Media,2,Paid Search,4.7,6,1,8,14,2024-12-29,0,
CUST-01532,2023-06-01,Starter,Annual,29.0,10.0,26.1,India,Retail,50,Paid Search,11.1,6,0,3,19,2024-12-23,0,
